Anno;Continente (Italia esclusa);NIL (Nuclei di Identità Locale);Residenti stranieri
2011;Europa (Italia esclusa);Portello (67);240
2011;Europa (Italia esclusa);Pagano (68);750
2011;Europa (Italia esclusa);Sarpi (69);1116
2011;Europa (Italia esclusa);Ghisolfa (70);522
2011;Europa (Italia esclusa);Villapizzone - Cagnola - Boldinasco (71);1608
2011;Europa (Italia esclusa);Maggiore - Musocco - Certosa (72);151
2011;Europa (Italia esclusa);Cascina Merlata (73);10
2011;Europa (Italia esclusa);Roserio (74);10
2011;Europa (Italia esclusa);Quarto Oggiaro - Vialba - Musocco (76);926
2011;Europa (Italia esclusa);Bovisa (77);584
2011;Europa (Italia esclusa);Farini (78);145
2011;Europa (Italia esclusa);Dergano (79);827
2011;Europa (Italia esclusa);Affori (80);976
2011;Europa (Italia esclusa);Bovisasca (81);222
2011;Europa (Italia esclusa);Comasina (82);486
2011;Europa (Italia esclusa);Bruzzano (83);519
2011;Europa (Italia esclusa);Parco Nord (84);16
2011;Europa (Italia esclusa);Parco delle Abbazie (85);189
2011;Europa (Italia esclusa);Parco dei Navigli (86);34
2011;Europa (Italia esclusa);Assiano (87);22
2011;Europa (Italia esclusa);Parco Bosco in citta' (88);181
2011;Asia;Duomo (1);927
2011;Asia;Brera (2);846
2011;Asia;Giardini P.ta Venezia (3);6
2011;Asia;Guastalla (4);842
2011;Asia;Porta Vigentina - Porta Lodovica (5);543
2011;Asia;Porta Ticinese - Conca del Naviglio (6);806
2011;Asia;Magenta - S.Vittore (7);757
2011;Asia;Porta Garibaldi - Porta Nuova (9);256
2011;Asia;Stazione Centrale - Ponte Seveso (10);2000
2011;Asia;Isola (11);1669
2011;Asia;Maciachini - Maggiolina (12);2167
2011;Asia;Greco - Segnano (13);1465
2011;Asia;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1012
2011;Asia;Bicocca (15);278
2011;Asia;Gorla - Precotto (16);2327
2011;Asia;Adriano (17);945
2011;Asia;Cimiano - Rottole - Q.re Feltre (18);873
2011;Asia;Padova - Turro - Crescenzago (19);4312
2011;Asia;Loreto - Casoretto - NoLo (20);5945
2011;Asia;Buenos Aires - Porta Venezia - Porta Monforte (21);3079
2011;Asia;Citta' studi (22);1721
2011;Asia;Lambrate - Ortica (23);723
2011;Asia;Parco Forlanini - Cavriano (24);42
2011;Asia;Corsica (25);1075
2011;Asia;XXII Marzo (26);1071
2011;Asia;Pta Romana (27);725
2011;Asia;Umbria - Molise - Calvairate (28);1358
2011;Asia;Ortomercato (29);357
2011;Asia;Taliedo - Morsenchio - Q.re Forlanini (30);592
2011;Asia;Monlue' - Ponte Lambro (31);328
2011;Asia;Triulzo Superiore (32);259
2011;Asia;Rogoredo - Santa Giulia (33);353
2011;Asia;Chiaravalle (34);52
2011;Asia;Lodi - Corvetto (35);2491
2011;Asia;Scalo Romana (36);1170
2011;Asia;Morivione (37);491
2011;Asia;Vigentino - Q.re Fatima (38);487
2011;Asia;Quintosole (39);20
2011;Asia;Ronchetto delle Rane (40);27
2011;Asia;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);640
2011;Asia;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);1763
2011;Asia;Tibaldi (43);529
2011;Asia;Porta Ticinese - Conchetta (44);644
2011;Asia;Moncucco - San Cristoforo (45);544
2011;Asia;Barona (46);421
2011;Asia;Cantalupa (47);18
2011;Asia;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);373
2011;Asia;Giambellino (49);2155
2011;Asia;Porta Genova (50);434
2011;Asia;Porta Magenta (51);1015
2011;Asia;Bande Nere (52);2506
2011;Asia;Lorenteggio (53);430
2011;Asia;Muggiano (54);31
2011;Asia;Baggio - Q.re degli Olmi - Q.re Valsesia (55);1407
2011;Asia;Forze Armate (56);1117
2011;Asia;San Siro (57);2021
2011;Asia;De Angeli - Monte Rosa (58);819
2011;Asia;Tre Torri (59);30
2011;Asia;Stadio - Ippodromi (60);653
2011;Asia;Quarto Cagnino (61);233
2011;Asia;Quinto Romano (62);91
2011;Asia;Figino (63);59
2011;Asia;Trenno (64);55
2011;Asia;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);608
2011;Asia;QT 8 (66);138
2011;Asia;Portello (67);244
2011;Asia;Pagano (68);617
2011;Asia;Sarpi (69);2707
2011;Asia;Ghisolfa (70);1192
2011;Asia;Villapizzone - Cagnola - Boldinasco (71);4728
2011;Asia;Maggiore - Musocco - Certosa (72);156
2011;Asia;Cascina Merlata (73);10
2011;Asia;Roserio (74);31
2011;Asia;Stephenson (75);9
2011;Asia;Quarto Oggiaro - Vialba - Musocco (76);2591
2011;Asia;Bovisa (77);1475
2011;Asia;Farini (78);527
2011;Asia;Dergano (79);2858
2011;Asia;Affori (80);2844
2011;Asia;Bovisasca (81);188
2011;Asia;Comasina (82);1222
2011;Asia;Bruzzano (83);490
2011;Asia;Parco Nord (84);15
2011;Asia;Parco delle Abbazie (85);5
2011;Asia;Assiano (87);1
2011;Asia;Parco Bosco in citta' (88);42
2011;Africa;Duomo (1);207
2011;Africa;Brera (2);208
2011;Africa;Guastalla (4);116
2011;Africa;Porta Vigentina - Porta Lodovica (5);290
2011;Africa;Porta Ticinese - Conca del Naviglio (6);405
2011;Africa;Magenta - S.Vittore (7);130
2011;Africa;Porta Garibaldi - Porta Nuova (9);76
2011;Africa;Stazione Centrale - Ponte Seveso (10);499
2011;Africa;Isola (11);826
2011;Africa;Maciachini - Maggiolina (12);715
2011;Africa;Greco - Segnano (13);560
2011;Africa;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1292
2011;Africa;Bicocca (15);372
2011;Africa;Gorla - Precotto (16);856
2011;Africa;Adriano (17);508
2011;Africa;Cimiano - Rottole - Q.re Feltre (18);469
2011;Africa;Padova - Turro - Crescenzago (19);2452
2011;Africa;Loreto - Casoretto - NoLo (20);3549
2011;Africa;Buenos Aires - Porta Venezia - Porta Monforte (21);1026
2011;Africa;Citta' studi (22);820
2011;Africa;Lambrate - Ortica (23);467
2011;Africa;Parco Forlanini - Cavriano (24);86
2011;Africa;Corsica (25);283
2011;Africa;XXII Marzo (26);390
2011;Africa;Pta Romana (27);231
2011;Africa;Umbria - Molise - Calvairate (28);1380
2011;Africa;Ortomercato (29);479
2011;Africa;Taliedo - Morsenchio - Q.re Forlanini (30);548
2011;Africa;Monlue' - Ponte Lambro (31);603
2011;Africa;Triulzo Superiore (32);331
2011;Africa;Rogoredo - Santa Giulia (33);330
2011;Africa;Chiaravalle (34);30
2011;Africa;Lodi - Corvetto (35);2317
2011;Africa;Scalo Romana (36);1025
2011;Africa;Morivione (37);211
2011;Africa;Vigentino - Q.re Fatima (38);241
2011;Africa;Quintosole (39);35
2011;Africa;Ronchetto delle Rane (40);52
2011;Africa;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);808
2011;Africa;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);1281
2011;Africa;Tibaldi (43);488
2011;Africa;Porta Ticinese - Conchetta (44);464
2011;Africa;Moncucco - San Cristoforo (45);688
2011;Africa;Barona (46);877
2011;Africa;Cantalupa (47);15
2011;Africa;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);482
2011;Africa;Giambellino (49);2414
2011;Africa;Porta Genova (50);136
2011;Africa;Porta Magenta (51);183
2011;Africa;Bande Nere (52);723
2011;Africa;Lorenteggio (53);499
2011;Africa;Muggiano (54);43
2011;Africa;Baggio - Q.re degli Olmi - Q.re Valsesia (55);899
2011;Africa;Forze Armate (56);933
2011;Africa;San Siro (57);3795
2011;Africa;De Angeli - Monte Rosa (58);175
2011;Africa;Tre Torri (59);13
2011;Africa;Stadio - Ippodromi (60);233
2011;Africa;Quarto Cagnino (61);247
2011;Africa;Quinto Romano (62);122
2011;Africa;Figino (63);60
2011;Africa;Trenno (64);114
2011;Africa;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);448
2011;Africa;QT 8 (66);48
2011;Africa;Portello (67);57
2011;Africa;Pagano (68);115
2011;Africa;Sarpi (69);412
2011;Africa;Ghisolfa (70);383
2011;Africa;Villapizzone - Cagnola - Boldinasco (71);2502
2011;Africa;Maggiore - Musocco - Certosa (72);150
2011;Africa;Cascina Merlata (73);7
2011;Africa;Roserio (74);1
2011;Africa;Quarto Oggiaro - Vialba - Musocco (76);1882
2011;Africa;Bovisa (77);1244
2011;Africa;Farini (78);418
2011;Africa;Dergano (79);1825
2011;Africa;Affori (80);1318
2011;Africa;Bovisasca (81);239
2011;Africa;Comasina (82);512
2011;Africa;Bruzzano (83);500
2011;Africa;Parco Nord (84);7
2011;Africa;Parco delle Abbazie (85);11
2011;Africa;Parco dei Navigli (86);5
2011;Africa;Parco Bosco in citta' (88);107
2011;America;Duomo (1);477
2011;America;Brera (2);422
2011;America;Giardini P.ta Venezia (3);2
2011;America;Guastalla (4);405
2011;America;Porta Vigentina - Porta Lodovica (5);283
2011;America;Porta Ticinese - Conca del Naviglio (6);499
2011;America;Magenta - S.Vittore (7);365
2011;America;Porta Garibaldi - Porta Nuova (9);188
2011;America;Stazione Centrale - Ponte Seveso (10);756
2011;America;Isola (11);702
2011;America;Maciachini - Maggiolina (12);1037
2011;America;Greco - Segnano (13);690
2011;America;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);997
2011;America;Bicocca (15);220
2011;America;Gorla - Precotto (16);1482
2011;America;Adriano (17);513
2011;America;Cimiano - Rottole - Q.re Feltre (18);779
2011;America;Padova - Turro - Crescenzago (19);2273
2011;America;Loreto - Casoretto - NoLo (20);2525
2011;America;Buenos Aires - Porta Venezia - Porta Monforte (21);1492
2011;America;Citta' studi (22);1426
2011;America;Lambrate - Ortica (23);415
2011;America;Parco Forlanini - Cavriano (24);52
2011;America;Corsica (25);679
2011;America;XXII Marzo (26);653
2011;America;Pta Romana (27);409
2011;America;Umbria - Molise - Calvairate (28);800
2011;America;Ortomercato (29);267
2011;America;Taliedo - Morsenchio - Q.re Forlanini (30);790
2011;America;Monlue' - Ponte Lambro (31);503
2011;America;Triulzo Superiore (32);214
2011;America;Rogoredo - Santa Giulia (33);408
2011;America;Chiaravalle (34);21
2011;America;Lodi - Corvetto (35);1646
2011;America;Scalo Romana (36);604
2011;America;Morivione (37);240
2011;America;Vigentino - Q.re Fatima (38);356
2011;America;Quintosole (39);7
2011;America;Ronchetto delle Rane (40);27
2011;America;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);411
2011;America;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);1052
2011;America;Tibaldi (43);420
2011;America;Porta Ticinese - Conchetta (44);611
2011;America;Moncucco - San Cristoforo (45);478
2011;America;Barona (46);337
2011;America;Cantalupa (47);13
2011;America;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);487
2011;America;Giambellino (49);1325
2011;America;Porta Genova (50);290
2011;America;Porta Magenta (51);618
2011;America;Bande Nere (52);1270
2011;America;Lorenteggio (53);368
2011;America;Muggiano (54);47
2011;America;Baggio - Q.re degli Olmi - Q.re Valsesia (55);1419
2011;America;Forze Armate (56);872
2011;America;San Siro (57);1174
2011;America;De Angeli - Monte Rosa (58);508
2011;America;Tre Torri (59);34
2011;America;Stadio - Ippodromi (60);442
2011;America;Quarto Cagnino (61);200
2011;America;Quinto Romano (62);107
2011;America;Figino (63);38
2011;America;Trenno (64);38
2011;America;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);674
2011;America;QT 8 (66);77
2011;America;Portello (67);196
2011;America;Pagano (68);344
2011;America;Sarpi (69);695
2011;America;Ghisolfa (70);613
2011;America;Villapizzone - Cagnola - Boldinasco (71);2295
2011;America;Maggiore - Musocco - Certosa (72);246
2011;America;Cascina Merlata (73);6
2011;America;Roserio (74);11
2011;America;Stephenson (75);5
2011;America;Quarto Oggiaro - Vialba - Musocco (76);1019
2011;America;Bovisa (77);721
2011;America;Farini (78);181
2011;America;Dergano (79);1241
2011;America;Affori (80);1137
2011;America;Bovisasca (81);234
2011;America;Comasina (82);528
2011;America;Bruzzano (83);529
2011;America;Parco Nord (84);2
2011;America;Parco delle Abbazie (85);5
2011;America;Parco dei Navigli (86);5
2011;America;Assiano (87);4
2011;America;Parco Bosco in citta' (88);16
2011;Oceania;Duomo (1);7
2011;Oceania;Brera (2);15
2011;Oceania;Guastalla (4);3
2011;Oceania;Porta Vigentina - Porta Lodovica (5);5
2011;Oceania;Porta Ticinese - Conca del Naviglio (6);5
2011;Oceania;Magenta - S.Vittore (7);8
2011;Oceania;Porta Garibaldi - Porta Nuova (9);1
2011;Oceania;Stazione Centrale - Ponte Seveso (10);4
2011;Oceania;Isola (11);1
2011;Oceania;Greco - Segnano (13);2
2011;Oceania;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);2
2011;Oceania;Bicocca (15);1
2011;Oceania;Gorla - Precotto (16);2
2011;Oceania;Adriano (17);1
2011;Oceania;Padova - Turro - Crescenzago (19);2
2011;Oceania;Loreto - Casoretto - NoLo (20);6
2011;Oceania;Buenos Aires - Porta Venezia - Porta Monforte (21);15
2011;Oceania;Citta' studi (22);4
2011;Oceania;Corsica (25);2
2011;Oceania;XXII Marzo (26);10
2011;Oceania;Pta Romana (27);1
2011;Oceania;Umbria - Molise - Calvairate (28);2
2011;Oceania;Taliedo - Morsenchio - Q.re Forlanini (30);7
2011;Oceania;Rogoredo - Santa Giulia (33);1
2011;Oceania;Lodi - Corvetto (35);2
2011;Oceania;Vigentino - Q.re Fatima (38);1
2011;Oceania;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);1
2011;Oceania;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);3
2011;Oceania;Tibaldi (43);2
2011;Oceania;Porta Ticinese - Conchetta (44);4
2011;Oceania;Moncucco - San Cristoforo (45);1
2011;Oceania;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);1
2011;Oceania;Giambellino (49);2
2011;Oceania;Porta Genova (50);3
2011;Oceania;Porta Magenta (51);6
2011;Oceania;Bande Nere (52);3
2011;Oceania;Lorenteggio (53);2
2011;Oceania;Forze Armate (56);1
2011;Oceania;De Angeli - Monte Rosa (58);1
2011;Oceania;Quarto Cagnino (61);1
2011;Oceania;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);3
2011;Oceania;Portello (67);2
2011;Oceania;Pagano (68);10
2011;Oceania;Sarpi (69);6
2011;Oceania;Villapizzone - Cagnola - Boldinasco (71);1
2011;Oceania;Maggiore - Musocco - Certosa (72);1
2011;Oceania;Quarto Oggiaro - Vialba - Musocco (76);1
2011;Oceania;Bovisa (77);1
2011;Oceania;Farini (78);1
2011;Oceania;Affori (80);1
2011;Oceania;Parco Nord (84);1
2011;Apolidi;Brera (2);2
2011;Apolidi;Stazione Centrale - Ponte Seveso (10);2
2011;Apolidi;Adriano (17);1
2011;Apolidi;Lodi - Corvetto (35);1
2011;Apolidi;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);1
2011;Apolidi;Porta Ticinese - Conchetta (44);1
2011;Apolidi;Giambellino (49);2
2011;Apolidi;Bande Nere (52);1
2011;Apolidi;Forze Armate (56);1
2011;Apolidi;Ghisolfa (70);1
2011;Apolidi;Bruzzano (83);1
2011;Apolidi;Parco Bosco in citta' (88);1
2012;Europa (Italia esclusa);Duomo (1);923
2012;Europa (Italia esclusa);Brera (2);1110
2012;Europa (Italia esclusa);Giardini P.ta Venezia (3);1
2012;Europa (Italia esclusa);Guastalla (4);692
2012;Europa (Italia esclusa);Porta Vigentina - Porta Lodovica (5);553
2012;Europa (Italia esclusa);Porta Ticinese - Conca del Naviglio (6);816
2012;Europa (Italia esclusa);Magenta - S.Vittore (7);965
2012;Europa (Italia esclusa);Porta Garibaldi - Porta Nuova (9);218
2012;Europa (Italia esclusa);Stazione Centrale - Ponte Seveso (10);794
2012;Europa (Italia esclusa);Isola (11);937
2012;Europa (Italia esclusa);Maciachini - Maggiolina (12);1043
2012;Europa (Italia esclusa);Greco - Segnano (13);613
2012;Europa (Italia esclusa);Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1100
2012;Europa (Italia esclusa);Bicocca (15);239
2012;Europa (Italia esclusa);Gorla - Precotto (16);1267
2012;Europa (Italia esclusa);Adriano (17);679
2012;Europa (Italia esclusa);Cimiano - Rottole - Q.re Feltre (18);733
2012;Europa (Italia esclusa);Padova - Turro - Crescenzago (19);1842
2012;Europa (Italia esclusa);Loreto - Casoretto - NoLo (20);2000
2012;Europa (Italia esclusa);Buenos Aires - Porta Venezia - Porta Monforte (21);2651
2012;Europa (Italia esclusa);Citta' studi (22);1565
2012;Europa (Italia esclusa);Lambrate - Ortica (23);420
2012;Europa (Italia esclusa);Parco Forlanini - Cavriano (24);94
2012;Europa (Italia esclusa);Corsica (25);772
2012;Europa (Italia esclusa);XXII Marzo (26);1131
2012;Europa (Italia esclusa);Pta Romana (27);688
2012;Europa (Italia esclusa);Umbria - Molise - Calvairate (28);859
2012;Europa (Italia esclusa);Ortomercato (29);226
2012;Europa (Italia esclusa);Taliedo - Morsenchio - Q.re Forlanini (30);680
2012;Europa (Italia esclusa);Monlue' - Ponte Lambro (31);275
2012;Europa (Italia esclusa);Triulzo Superiore (32);140
2012;Europa (Italia esclusa);Rogoredo - Santa Giulia (33);367
2012;Europa (Italia esclusa);Chiaravalle (34);34
2012;Europa (Italia esclusa);Lodi - Corvetto (35);1681
2012;Europa (Italia esclusa);Scalo Romana (36);409
2012;Europa (Italia esclusa);Morivione (37);232
2012;Europa (Italia esclusa);Vigentino - Q.re Fatima (38);457
2012;Europa (Italia esclusa);Quintosole (39);61
2012;Europa (Italia esclusa);Ronchetto delle Rane (40);10
2012;Europa (Italia esclusa);Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);454
2012;Europa (Italia esclusa);Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);1086
2012;Europa (Italia esclusa);Tibaldi (43);455
2012;Europa (Italia esclusa);Porta Ticinese - Conchetta (44);744
2012;Europa (Italia esclusa);Moncucco - San Cristoforo (45);580
2012;Europa (Italia esclusa);Barona (46);324
2012;Europa (Italia esclusa);Cantalupa (47);25
2012;Europa (Italia esclusa);Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);408
2012;Europa (Italia esclusa);Giambellino (49);1287
2012;Europa (Italia esclusa);Porta Genova (50);519
2012;Europa (Italia esclusa);Porta Magenta (51);1129
2012;Europa (Italia esclusa);Bande Nere (52);1544
2012;Europa (Italia esclusa);Lorenteggio (53);437
2012;Europa (Italia esclusa);Muggiano (54);61
2012;Europa (Italia esclusa);Baggio - Q.re degli Olmi - Q.re Valsesia (55);930
2012;Europa (Italia esclusa);Forze Armate (56);694
2012;Europa (Italia esclusa);San Siro (57);1189
2012;Europa (Italia esclusa);De Angeli - Monte Rosa (58);1113
2012;Europa (Italia esclusa);Tre Torri (59);84
2012;Europa (Italia esclusa);Stadio - Ippodromi (60);1224
2012;Europa (Italia esclusa);Quarto Cagnino (61);162
2012;Europa (Italia esclusa);Quinto Romano (62);116
2012;Europa (Italia esclusa);Figino (63);103
2012;Europa (Italia esclusa);Trenno (64);62
2012;Europa (Italia esclusa);Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);823
2012;Europa (Italia esclusa);QT 8 (66);155
2012;Europa (Italia esclusa);Portello (67);254
2012;Europa (Italia esclusa);Pagano (68);786
2012;Europa (Italia esclusa);Sarpi (69);1245
2012;Europa (Italia esclusa);Ghisolfa (70);569
2012;Europa (Italia esclusa);Villapizzone - Cagnola - Boldinasco (71);1811
2012;Europa (Italia esclusa);Maggiore - Musocco - Certosa (72);143
2012;Europa (Italia esclusa);Cascina Merlata (73);16
2012;Europa (Italia esclusa);Roserio (74);4
2012;Europa (Italia esclusa);Quarto Oggiaro - Vialba - Musocco (76);983
2012;Europa (Italia esclusa);Bovisa (77);631
2012;Europa (Italia esclusa);Farini (78);170
2012;Europa (Italia esclusa);Dergano (79);883
2012;Europa (Italia esclusa);Affori (80);1077
2012;Europa (Italia esclusa);Bovisasca (81);246
2012;Europa (Italia esclusa);Comasina (82);516
2012;Europa (Italia esclusa);Bruzzano (83);552
2012;Europa (Italia esclusa);Parco Nord (84);15
2012;Europa (Italia esclusa);Parco delle Abbazie (85);209
2012;Europa (Italia esclusa);Parco dei Navigli (86);36
2012;Europa (Italia esclusa);Assiano (87);24
2012;Europa (Italia esclusa);Parco Bosco in citta' (88);166
2012;Asia;Duomo (1);932
2012;Asia;Brera (2);871
2012;Asia;Giardini P.ta Venezia (3);9
2012;Asia;Guastalla (4);958
2012;Asia;Porta Vigentina - Porta Lodovica (5);571
2012;Asia;Porta Ticinese - Conca del Naviglio (6);816
2012;Asia;Magenta - S.Vittore (7);808
2012;Asia;Porta Garibaldi - Porta Nuova (9);274
2012;Asia;Stazione Centrale - Ponte Seveso (10);2269
2012;Asia;Isola (11);1836
2012;Asia;Maciachini - Maggiolina (12);2461
2012;Asia;Greco - Segnano (13);1635
2012;Asia;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1191
2012;Asia;Bicocca (15);354
2012;Asia;Gorla - Precotto (16);2576
2012;Asia;Adriano (17);1110
2012;Asia;Cimiano - Rottole - Q.re Feltre (18);965
2012;Asia;Padova - Turro - Crescenzago (19);4820
2012;Asia;Loreto - Casoretto - NoLo (20);6724
2012;Asia;Buenos Aires - Porta Venezia - Porta Monforte (21);3309
2012;Asia;Citta' studi (22);1919
2012;Asia;Lambrate - Ortica (23);772
2012;Asia;Parco Forlanini - Cavriano (24);56
2012;Asia;Corsica (25);1186
2012;Asia;XXII Marzo (26);1136
2012;Asia;Pta Romana (27);751
2012;Asia;Umbria - Molise - Calvairate (28);1493
2012;Asia;Ortomercato (29);423
2012;Asia;Taliedo - Morsenchio - Q.re Forlanini (30);688
2012;Asia;Monlue' - Ponte Lambro (31);344
