"Cittadinanza (singolo paese)";"NIL (Nuclei di Identità Locale)";"Residenti"
"Brasile";"Porta Garibaldi - Porta Nuova (9)";27
"Brasile";"Stazione Centrale - Ponte Seveso (10)";46
"Brasile";"Isola (11)";65
"Brasile";"Maciachini - Maggiolina (12)";64
"Brasile";"Greco - Segnano (13)";26
"Brasile";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";62
"Brasile";"Bicocca (15)";36
"Brasile";"Gorla - Precotto (16)";71
"Brasile";"Adriano (17)";30
"Brasile";"Cimiano - Rottole - Q.re Feltre (18)";39
"Brasile";"Padova - Turro - Crescenzago (19)";112
"Brasile";"Loreto - Casoretto - NoLo (20)";191
"Brasile";"Buenos Aires - Porta Venezia - Porta Monforte (21)";162
"Brasile";"Citta' studi (22)";81
"Brasile";"Lambrate - Ortica (23)";39
"Brasile";"Parco Forlanini - Cavriano (24)";5
"Brasile";"Corsica (25)";36
"Brasile";"XXII Marzo (26)";59
"Brasile";"Pta Romana (27)";40
"Brasile";"Umbria - Molise - Calvairate (28)";49
"Brasile";"Ortomercato (29)";7
"Brasile";"Taliedo - Morsenchio - Q.re Forlanini (30)";24
"Brasile";"Monlue' - Ponte Lambro (31)";11
"Brasile";"Triulzo Superiore (32)";8
"Brasile";"Rogoredo - Santa Giulia (33)";27
"Brasile";"Chiaravalle (34)";1
"Brasile";"Lodi - Corvetto (35)";88
"Brasile";"Scalo Romana (36)";47
"Brasile";"Morivione (37)";28
"Brasile";"Vigentino - Q.re Fatima (38)";24
"Brasile";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";55
"Brasile";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";74
"Brasile";"Tibaldi (43)";38
"Brasile";"Porta Ticinese - Conchetta (44)";38
"Brasile";"Moncucco - San Cristoforo (45)";42
"Brasile";"Barona (46)";19
"Brasile";"Cantalupa (47)";2
"Brasile";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";29
"Brasile";"Giambellino (49)";72
"Brasile";"Porta Genova (50)";45
"Brasile";"Porta Magenta (51)";30
"Brasile";"Bande Nere (52)";102
"Brasile";"Lorenteggio (53)";16
"Brasile";"Muggiano (54)";4
"Brasile";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";51
"Brasile";"Forze Armate (56)";60
"Brasile";"San Siro (57)";88
"Brasile";"De Angeli - Monte Rosa (58)";51
"Brasile";"Tre Torri (59)";6
"Brasile";"Stadio - Ippodromi (60)";45
"Brasile";"Quarto Cagnino (61)";14
"Brasile";"Quinto Romano (62)";8
"Brasile";"Figino (63)";20
"Brasile";"Trenno (64)";4
"Brasile";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";66
"Brasile";"QT 8 (66)";11
"Brasile";"Portello (67)";27
"Brasile";"Pagano (68)";26
"Brasile";"Sarpi (69)";87
"Brasile";"Ghisolfa (70)";65
"Brasile";"Villapizzone - Cagnola - Boldinasco (71)";164
"Brasile";"Maggiore - Musocco - Certosa (72)";46
"Brasile";"Cascina Merlata (73)";8
"Brasile";"Roserio (74)";3
"Brasile";"Quarto Oggiaro - Vialba - Musocco (76)";58
"Brasile";"Bovisa (77)";63
"Brasile";"Farini (78)";26
"Brasile";"Dergano (79)";62
"Brasile";"Affori (80)";56
"Brasile";"Bovisasca (81)";13
"Brasile";"Comasina (82)";16
"Brasile";"Bruzzano (83)";24
"Brasile";"Parco dei Navigli (86)";5
"Brasile";"Assiano (87)";1
"Cile";"Duomo (1)";4
"Cile";"Brera (2)";3
"Cile";"Guastalla (4)";2
"Cile";"Porta Vigentina - Porta Lodovica (5)";3
"Cile";"Porta Ticinese - Conca del Naviglio (6)";5
"Cile";"Magenta - S.Vittore (7)";3
"Cile";"Porta Garibaldi - Porta Nuova (9)";1
"Cile";"Stazione Centrale - Ponte Seveso (10)";2
"Cile";"Isola (11)";6
"Cile";"Maciachini - Maggiolina (12)";8
"Cile";"Greco - Segnano (13)";8
"Cile";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";4
"Cile";"Bicocca (15)";5
"Cile";"Gorla - Precotto (16)";29
"Cile";"Adriano (17)";4
"Cile";"Cimiano - Rottole - Q.re Feltre (18)";1
"Cile";"Padova - Turro - Crescenzago (19)";35
"Cile";"Loreto - Casoretto - NoLo (20)";12
"Cile";"Buenos Aires - Porta Venezia - Porta Monforte (21)";14
"Cile";"Citta' studi (22)";17
"Cile";"Parco Forlanini - Cavriano (24)";1
"Cile";"Corsica (25)";5
"Cile";"XXII Marzo (26)";9
"Cile";"Pta Romana (27)";7
"Cile";"Umbria - Molise - Calvairate (28)";6
"Cile";"Ortomercato (29)";1
"Cile";"Taliedo - Morsenchio - Q.re Forlanini (30)";4
"Cile";"Rogoredo - Santa Giulia (33)";5
"Cile";"Lodi - Corvetto (35)";12
"Cile";"Scalo Romana (36)";7
"Cile";"Vigentino - Q.re Fatima (38)";2
"Cile";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";5
"Cile";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";5
"Cile";"Tibaldi (43)";2
"Cile";"Porta Ticinese - Conchetta (44)";3
"Cile";"Moncucco - San Cristoforo (45)";3
"Cile";"Barona (46)";1
"Cile";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";2
"Cile";"Giambellino (49)";16
"Cile";"Porta Genova (50)";3
"Cile";"Porta Magenta (51)";7
"Cile";"Bande Nere (52)";10
"Cile";"Lorenteggio (53)";4
"Cile";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";6
"Cile";"Forze Armate (56)";3
"Cile";"San Siro (57)";12
"Cile";"De Angeli - Monte Rosa (58)";1
"Cile";"Tre Torri (59)";1
"Cile";"Stadio - Ippodromi (60)";2
"Cile";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";3
"Cile";"QT 8 (66)";2
"Cile";"Portello (67)";1
"Cile";"Pagano (68)";1
"Cile";"Sarpi (69)";13
"Cile";"Villapizzone - Cagnola - Boldinasco (71)";9
"Cile";"Maggiore - Musocco - Certosa (72)";2
"Cile";"Cascina Merlata (73)";3
"Cile";"Quarto Oggiaro - Vialba - Musocco (76)";3
"Cile";"Bovisa (77)";6
"Cile";"Dergano (79)";6
"Cile";"Affori (80)";6
"Cile";"Bovisasca (81)";3
"Cile";"Comasina (82)";1
"Cile";"Bruzzano (83)";2
"Colombia";"Duomo (1)";10
"Colombia";"Brera (2)";16
"Colombia";"Guastalla (4)";7
"Colombia";"Porta Vigentina - Porta Lodovica (5)";10
"Colombia";"Porta Ticinese - Conca del Naviglio (6)";40
"Colombia";"Magenta - S.Vittore (7)";15
"Colombia";"Porta Garibaldi - Porta Nuova (9)";3
"Colombia";"Stazione Centrale - Ponte Seveso (10)";19
"Colombia";"Isola (11)";26
"Colombia";"Maciachini - Maggiolina (12)";25
"Colombia";"Greco - Segnano (13)";22
"Colombia";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";26
"Colombia";"Bicocca (15)";10
"Colombia";"Gorla - Precotto (16)";28
"Colombia";"Adriano (17)";18
"Colombia";"Cimiano - Rottole - Q.re Feltre (18)";31
"Colombia";"Padova - Turro - Crescenzago (19)";62
"Colombia";"Loreto - Casoretto - NoLo (20)";61
"Colombia";"Buenos Aires - Porta Venezia - Porta Monforte (21)";72
"Colombia";"Citta' studi (22)";54
"Colombia";"Lambrate - Ortica (23)";22
"Colombia";"Parco Forlanini - Cavriano (24)";9
"Colombia";"Corsica (25)";21
"Colombia";"XXII Marzo (26)";28
"Colombia";"Pta Romana (27)";22
"Colombia";"Umbria - Molise - Calvairate (28)";27
"Colombia";"Taliedo - Morsenchio - Q.re Forlanini (30)";18
"Colombia";"Monlue' - Ponte Lambro (31)";8
"Colombia";"Triulzo Superiore (32)";1
"Colombia";"Rogoredo - Santa Giulia (33)";17
"Colombia";"Lodi - Corvetto (35)";33
"Colombia";"Scalo Romana (36)";13
"Colombia";"Morivione (37)";12
"Colombia";"Vigentino - Q.re Fatima (38)";17
"Colombia";"Quintosole (39)";1
"Colombia";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";12
"Colombia";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";22
"Colombia";"Tibaldi (43)";15
"Colombia";"Porta Ticinese - Conchetta (44)";21
"Colombia";"Moncucco - San Cristoforo (45)";19
"Colombia";"Barona (46)";9
"Colombia";"Cantalupa (47)";1
"Colombia";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";18
"Colombia";"Giambellino (49)";30
"Colombia";"Porta Genova (50)";24
"Colombia";"Porta Magenta (51)";16
"Colombia";"Bande Nere (52)";54
"Colombia";"Lorenteggio (53)";7
"Colombia";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";35
"Colombia";"Forze Armate (56)";20
"Colombia";"San Siro (57)";15
"Colombia";"De Angeli - Monte Rosa (58)";20
"Colombia";"Stadio - Ippodromi (60)";11
"Colombia";"Quarto Cagnino (61)";11
"Colombia";"Quinto Romano (62)";2
"Colombia";"Figino (63)";2
"Colombia";"Trenno (64)";2
"Colombia";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";18
"Colombia";"QT 8 (66)";7
"Colombia";"Portello (67)";11
"Colombia";"Pagano (68)";10
"Colombia";"Sarpi (69)";28
"Colombia";"Ghisolfa (70)";13
"Colombia";"Villapizzone - Cagnola - Boldinasco (71)";56
"Colombia";"Maggiore - Musocco - Certosa (72)";16
"Colombia";"Cascina Merlata (73)";3
"Colombia";"Quarto Oggiaro - Vialba - Musocco (76)";33
"Colombia";"Bovisa (77)";48
"Colombia";"Farini (78)";7
"Colombia";"Dergano (79)";38
"Colombia";"Affori (80)";38
"Colombia";"Bovisasca (81)";10
"Colombia";"Comasina (82)";9
"Colombia";"Bruzzano (83)";14
"Ecuador";"Duomo (1)";54
"Ecuador";"Brera (2)";40
"Ecuador";"Guastalla (4)";55
"Ecuador";"Porta Vigentina - Porta Lodovica (5)";46
"Ecuador";"Porta Ticinese - Conca del Naviglio (6)";63
"Ecuador";"Magenta - S.Vittore (7)";38
"Ecuador";"Porta Garibaldi - Porta Nuova (9)";14
"Ecuador";"Stazione Centrale - Ponte Seveso (10)";84
"Ecuador";"Isola (11)";72
"Ecuador";"Maciachini - Maggiolina (12)";176
"Ecuador";"Greco - Segnano (13)";114
"Ecuador";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";249
"Ecuador";"Bicocca (15)";56
"Ecuador";"Gorla - Precotto (16)";223
"Ecuador";"Adriano (17)";82
"Ecuador";"Cimiano - Rottole - Q.re Feltre (18)";141
"Ecuador";"Padova - Turro - Crescenzago (19)";444
"Ecuador";"Loreto - Casoretto - NoLo (20)";325
"Ecuador";"Buenos Aires - Porta Venezia - Porta Monforte (21)";131
"Ecuador";"Citta' studi (22)";198
"Ecuador";"Lambrate - Ortica (23)";76
"Ecuador";"Parco Forlanini - Cavriano (24)";17
"Ecuador";"Corsica (25)";65
"Ecuador";"XXII Marzo (26)";78
"Ecuador";"Pta Romana (27)";56
"Ecuador";"Umbria - Molise - Calvairate (28)";137
"Ecuador";"Ortomercato (29)";36
"Ecuador";"Taliedo - Morsenchio - Q.re Forlanini (30)";227
"Ecuador";"Monlue' - Ponte Lambro (31)";126
"Ecuador";"Triulzo Superiore (32)";42
"Ecuador";"Rogoredo - Santa Giulia (33)";146
"Ecuador";"Chiaravalle (34)";5
"Ecuador";"Lodi - Corvetto (35)";544
"Ecuador";"Scalo Romana (36)";154
"Ecuador";"Morivione (37)";40
"Ecuador";"Vigentino - Q.re Fatima (38)";103
"Ecuador";"Quintosole (39)";8
"Ecuador";"Ronchetto delle Rane (40)";7
"Ecuador";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";163
"Ecuador";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";258
"Ecuador";"Tibaldi (43)";91
"Ecuador";"Porta Ticinese - Conchetta (44)";112
"Ecuador";"Moncucco - San Cristoforo (45)";90
"Ecuador";"Barona (46)";136
"Ecuador";"Cantalupa (47)";2
"Ecuador";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";89
"Ecuador";"Giambellino (49)";273
"Ecuador";"Porta Genova (50)";47
"Ecuador";"Porta Magenta (51)";61
"Ecuador";"Bande Nere (52)";254
"Ecuador";"Lorenteggio (53)";74
"Ecuador";"Muggiano (54)";15
"Ecuador";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";402
"Ecuador";"Forze Armate (56)";209
"Ecuador";"San Siro (57)";192
"Ecuador";"De Angeli - Monte Rosa (58)";77
"Ecuador";"Tre Torri (59)";4
"Ecuador";"Stadio - Ippodromi (60)";77
"Ecuador";"Quarto Cagnino (61)";36
"Ecuador";"Quinto Romano (62)";20
"Ecuador";"Figino (63)";28
"Ecuador";"Trenno (64)";8
"Ecuador";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";179
"Ecuador";"QT 8 (66)";20
"Ecuador";"Portello (67)";9
"Ecuador";"Pagano (68)";42
"Ecuador";"Sarpi (69)";71
"Ecuador";"Ghisolfa (70)";106
"Ecuador";"Villapizzone - Cagnola - Boldinasco (71)";523
"Ecuador";"Maggiore - Musocco - Certosa (72)";78
"Ecuador";"Cascina Merlata (73)";19
"Ecuador";"Roserio (74)";3
"Ecuador";"Quarto Oggiaro - Vialba - Musocco (76)";327
"Ecuador";"Bovisa (77)";144
"Ecuador";"Farini (78)";27
"Ecuador";"Dergano (79)";280
"Ecuador";"Affori (80)";220
"Ecuador";"Bovisasca (81)";35
"Ecuador";"Comasina (82)";102
"Ecuador";"Bruzzano (83)";130
"Ecuador";"Parco Nord (84)";1
"Ecuador";"Parco delle Abbazie (85)";1
"Ecuador";"Parco Bosco in citta' (88)";6
"Guyana";"Porta Vigentina - Porta Lodovica (5)";1
"Paraguay";"Duomo (1)";2
"Paraguay";"Brera (2)";1
"Paraguay";"Guastalla (4)";1
"Paraguay";"Stazione Centrale - Ponte Seveso (10)";1
"Paraguay";"Isola (11)";2
"Paraguay";"Greco - Segnano (13)";1
"Paraguay";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";1
"Paraguay";"Gorla - Precotto (16)";3
"Paraguay";"Cimiano - Rottole - Q.re Feltre (18)";1
"Paraguay";"Padova - Turro - Crescenzago (19)";2
"Paraguay";"Buenos Aires - Porta Venezia - Porta Monforte (21)";6
"Paraguay";"Citta' studi (22)";6
"Paraguay";"Lambrate - Ortica (23)";3
"Paraguay";"Corsica (25)";2
"Paraguay";"Pta Romana (27)";1
"Paraguay";"Umbria - Molise - Calvairate (28)";2
"Paraguay";"Ortomercato (29)";1
"Paraguay";"Taliedo - Morsenchio - Q.re Forlanini (30)";1
"Paraguay";"Monlue' - Ponte Lambro (31)";3
"Paraguay";"Lodi - Corvetto (35)";2
"Paraguay";"Vigentino - Q.re Fatima (38)";1
"Paraguay";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";4
"Paraguay";"Moncucco - San Cristoforo (45)";2
"Paraguay";"Giambellino (49)";2
"Paraguay";"Porta Magenta (51)";1
"Paraguay";"Bande Nere (52)";4
"Paraguay";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";3
"Paraguay";"San Siro (57)";3
"Paraguay";"De Angeli - Monte Rosa (58)";1
"Paraguay";"Quinto Romano (62)";1
"Paraguay";"Trenno (64)";1
"Paraguay";"Portello (67)";1
"Paraguay";"Pagano (68)";2
"Paraguay";"Sarpi (69)";2
"Paraguay";"Ghisolfa (70)";1
"Paraguay";"Villapizzone - Cagnola - Boldinasco (71)";4
"Paraguay";"Maggiore - Musocco - Certosa (72)";1
"Paraguay";"Cascina Merlata (73)";1
"Paraguay";"Bovisa (77)";1
"Paraguay";"Affori (80)";1
"Perù";"Duomo (1)";96
"Perù";"Brera (2)";103
"Perù";"Guastalla (4)";82
"Perù";"Porta Vigentina - Porta Lodovica (5)";52
"Perù";"Porta Ticinese - Conca del Naviglio (6)";137
"Perù";"Magenta - S.Vittore (7)";116
"Perù";"Porta Garibaldi - Porta Nuova (9)";60
"Perù";"Stazione Centrale - Ponte Seveso (10)";155
"Perù";"Isola (11)";127
"Perù";"Maciachini - Maggiolina (12)";347
"Perù";"Greco - Segnano (13)";160
"Perù";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";498
"Perù";"Bicocca (15)";81
"Perù";"Gorla - Precotto (16)";567
"Perù";"Adriano (17)";267
"Perù";"Cimiano - Rottole - Q.re Feltre (18)";273
"Perù";"Padova - Turro - Crescenzago (19)";1002
"Perù";"Loreto - Casoretto - NoLo (20)";726
"Perù";"Buenos Aires - Porta Venezia - Porta Monforte (21)";336
"Perù";"Citta' studi (22)";393
"Perù";"Lambrate - Ortica (23)";107
"Perù";"Parco Forlanini - Cavriano (24)";22
"Perù";"Corsica (25)";184
"Perù";"XXII Marzo (26)";218
"Perù";"Pta Romana (27)";71
"Perù";"Umbria - Molise - Calvairate (28)";264
"Perù";"Ortomercato (29)";103
"Perù";"Taliedo - Morsenchio - Q.re Forlanini (30)";451
"Perù";"Monlue' - Ponte Lambro (31)";236
"Perù";"Triulzo Superiore (32)";98
"Perù";"Rogoredo - Santa Giulia (33)";171
"Perù";"Chiaravalle (34)";1
"Perù";"Lodi - Corvetto (35)";800
"Perù";"Scalo Romana (36)";204
"Perù";"Morivione (37)";73
"Perù";"Vigentino - Q.re Fatima (38)";122
"Perù";"Quintosole (39)";10
"Perù";"Ronchetto delle Rane (40)";14
"Perù";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";190
"Perù";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";384
"Perù";"Tibaldi (43)";126
"Perù";"Porta Ticinese - Conchetta (44)";118
"Perù";"Moncucco - San Cristoforo (45)";156
"Perù";"Barona (46)";187
"Perù";"Cantalupa (47)";5
"Perù";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";186
"Perù";"Giambellino (49)";506
"Perù";"Porta Genova (50)";64
"Perù";"Porta Magenta (51)";137
"Perù";"Bande Nere (52)";520
"Perù";"Lorenteggio (53)";122
"Perù";"Muggiano (54)";18
"Perù";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";865
"Perù";"Forze Armate (56)";574
"Perù";"San Siro (57)";559
"Perù";"De Angeli - Monte Rosa (58)";160
"Perù";"Tre Torri (59)";6
"Perù";"Stadio - Ippodromi (60)";130
"Perù";"Quarto Cagnino (61)";94
"Perù";"Quinto Romano (62)";57
"Perù";"Figino (63)";67
"Perù";"Trenno (64)";12
"Perù";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";384
"Perù";"QT 8 (66)";30
"Perù";"Portello (67)";66
"Perù";"Pagano (68)";67
"Perù";"Sarpi (69)";161
"Perù";"Ghisolfa (70)";185
"Perù";"Villapizzone - Cagnola - Boldinasco (71)";760
"Perù";"Maggiore - Musocco - Certosa (72)";141
"Perù";"Cascina Merlata (73)";24
"Perù";"Roserio (74)";3
"Perù";"Stephenson (75)";1
"Perù";"Quarto Oggiaro - Vialba - Musocco (76)";620
"Perù";"Bovisa (77)";233
"Perù";"Farini (78)";40
"Perù";"Dergano (79)";342
"Perù";"Affori (80)";301
"Perù";"Bovisasca (81)";94
"Perù";"Comasina (82)";134
"Perù";"Bruzzano (83)";223
"Perù";"Parco Nord (84)";4
"Perù";"Parco delle Abbazie (85)";2
"Perù";"Parco Bosco in citta' (88)";14
"Trinidad e Tobago";"Padova - Turro - Crescenzago (19)";1
"Trinidad e Tobago";"Loreto - Casoretto - NoLo (20)";3
"Trinidad e Tobago";"Buenos Aires - Porta Venezia - Porta Monforte (21)";1
"Trinidad e Tobago";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";1
"Trinidad e Tobago";"Pagano (68)";1
"Uruguay";"Porta Ticinese - Conca del Naviglio (6)";1
"Uruguay";"Magenta - S.Vittore (7)";1
"Uruguay";"Stazione Centrale - Ponte Seveso (10)";5
"Uruguay";"Maciachini - Maggiolina (12)";3
"Uruguay";"Greco - Segnano (13)";2
"Uruguay";"Gorla - Precotto (16)";6
"Uruguay";"Adriano (17)";1
"Uruguay";"Cimiano - Rottole - Q.re Feltre (18)";1
"Uruguay";"Loreto - Casoretto - NoLo (20)";9
"Uruguay";"Buenos Aires - Porta Venezia - Porta Monforte (21)";5
"Uruguay";"Citta' studi (22)";1
"Uruguay";"Lambrate - Ortica (23)";2
"Uruguay";"Corsica (25)";2
"Uruguay";"XXII Marzo (26)";4
"Uruguay";"Pta Romana (27)";2
"Uruguay";"Umbria - Molise - Calvairate (28)";7
"Uruguay";"Lodi - Corvetto (35)";3
"Uruguay";"Scalo Romana (36)";1
"Uruguay";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";3
"Uruguay";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";5
"Uruguay";"Tibaldi (43)";2
"Uruguay";"Porta Ticinese - Conchetta (44)";3
"Uruguay";"Moncucco - San Cristoforo (45)";2
"Uruguay";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";1
"Uruguay";"Giambellino (49)";9
"Uruguay";"Lorenteggio (53)";1
"Uruguay";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";4
"Uruguay";"Forze Armate (56)";1
"Uruguay";"San Siro (57)";4
"Uruguay";"Stadio - Ippodromi (60)";1
"Uruguay";"Figino (63)";1
"Uruguay";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";3
"Uruguay";"Portello (67)";1
"Uruguay";"Pagano (68)";2
"Uruguay";"Villapizzone - Cagnola - Boldinasco (71)";3
"Uruguay";"Maggiore - Musocco - Certosa (72)";5
"Uruguay";"Cascina Merlata (73)";2
"Uruguay";"Quarto Oggiaro - Vialba - Musocco (76)";3
"Uruguay";"Dergano (79)";4
"Uruguay";"Affori (80)";3
"Uruguay";"Bruzzano (83)";2
"Venezuela";"Duomo (1)";9
"Venezuela";"Brera (2)";11
"Venezuela";"Guastalla (4)";7
"Venezuela";"Porta Vigentina - Porta Lodovica (5)";3
"Venezuela";"Porta Ticinese - Conca del Naviglio (6)";11
"Venezuela";"Magenta - S.Vittore (7)";3
"Venezuela";"Porta Garibaldi - Porta Nuova (9)";3
"Venezuela";"Stazione Centrale - Ponte Seveso (10)";11
"Venezuela";"Isola (11)";5
"Venezuela";"Maciachini - Maggiolina (12)";14
"Venezuela";"Greco - Segnano (13)";5
"Venezuela";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";12
"Venezuela";"Bicocca (15)";7
"Venezuela";"Gorla - Precotto (16)";12
"Venezuela";"Adriano (17)";9
"Venezuela";"Cimiano - Rottole - Q.re Feltre (18)";11
"Venezuela";"Padova - Turro - Crescenzago (19)";29
"Venezuela";"Loreto - Casoretto - NoLo (20)";23
"Venezuela";"Buenos Aires - Porta Venezia - Porta Monforte (21)";34
"Venezuela";"Citta' studi (22)";11
"Venezuela";"Lambrate - Ortica (23)";11
"Venezuela";"Parco Forlanini - Cavriano (24)";1
"Venezuela";"Corsica (25)";11
"Venezuela";"XXII Marzo (26)";12
"Venezuela";"Pta Romana (27)";5
"Venezuela";"Umbria - Molise - Calvairate (28)";9
"Venezuela";"Ortomercato (29)";2
"Venezuela";"Taliedo - Morsenchio - Q.re Forlanini (30)";14
"Venezuela";"Monlue' - Ponte Lambro (31)";8
"Venezuela";"Triulzo Superiore (32)";2
"Venezuela";"Rogoredo - Santa Giulia (33)";4
"Venezuela";"Lodi - Corvetto (35)";13
"Venezuela";"Scalo Romana (36)";7
"Venezuela";"Morivione (37)";6
"Venezuela";"Vigentino - Q.re Fatima (38)";5
"Venezuela";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";1
"Venezuela";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";13
"Venezuela";"Tibaldi (43)";1
"Venezuela";"Porta Ticinese - Conchetta (44)";6
"Venezuela";"Moncucco - San Cristoforo (45)";5
"Venezuela";"Barona (46)";3
"Venezuela";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";12
"Venezuela";"Giambellino (49)";16
"Venezuela";"Porta Genova (50)";7
"Venezuela";"Porta Magenta (51)";7
"Venezuela";"Bande Nere (52)";33
"Venezuela";"Lorenteggio (53)";15
"Venezuela";"Muggiano (54)";2
"Venezuela";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";15
"Venezuela";"Forze Armate (56)";7
"Venezuela";"San Siro (57)";2
"Venezuela";"De Angeli - Monte Rosa (58)";2
"Venezuela";"Tre Torri (59)";2
"Venezuela";"Stadio - Ippodromi (60)";9
"Venezuela";"Quarto Cagnino (61)";7
"Venezuela";"Quinto Romano (62)";4
"Venezuela";"Figino (63)";1
"Venezuela";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";17
"Venezuela";"Portello (67)";3
"Venezuela";"Pagano (68)";8
"Venezuela";"Sarpi (69)";25
"Venezuela";"Ghisolfa (70)";6
"Venezuela";"Villapizzone - Cagnola - Boldinasco (71)";26
"Venezuela";"Maggiore - Musocco - Certosa (72)";7
"Venezuela";"Quarto Oggiaro - Vialba - Musocco (76)";9
"Venezuela";"Bovisa (77)";11
"Venezuela";"Farini (78)";1
"Venezuela";"Dergano (79)";11
"Venezuela";"Affori (80)";12
"Venezuela";"Bovisasca (81)";3
"Venezuela";"Bruzzano (83)";10
"Australia";"Duomo (1)";5
"Australia";"Brera (2)";7
"Australia";"Guastalla (4)";6
"Australia";"Porta Vigentina - Porta Lodovica (5)";3
"Australia";"Porta Ticinese - Conca del Naviglio (6)";4
"Australia";"Magenta - S.Vittore (7)";7
"Australia";"Porta Garibaldi - Porta Nuova (9)";1
"Australia";"Stazione Centrale - Ponte Seveso (10)";3
"Australia";"Isola (11)";5
"Australia";"Maciachini - Maggiolina (12)";3
